"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"10055",10055,500016361,"Kristofor Erickson","Waters, Maxine","CA",43,2016,"Wilmington, DE","Original","2016-08-23","2016-08-24","Federal Home Loan Bank of Pittsburgh; Federal Home Loan Bank of Chicago; Federal Home Loan Bank of D",8,8,"USA","Wilmington"
"10056",10056,500016362,"Amy Murphy","Barton, Joe","TX",6,2016,"Cody, WY","Original","2016-08-15","2016-08-20","Foundation for Rural Service",8,8,"USA","Cody"
"10057",10057,500016362,"Amy Murphy","Barton, Joe","TX",6,2016,"Jackson, WY","Original","2016-08-15","2016-08-20","Foundation for Rural Service",8,8,"USA","Jackson"
"10058",10058,500016362,"Amy Murphy","Barton, Joe","TX",6,2016,"Riverton, WY","Original","2016-08-15","2016-08-20","Foundation for Rural Service",8,8,"USA","Riverton"
"10059",10059,500016363,"Peter J. Roskam","Roskam, Peter","IL",6,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10060",10060,500016364,"Chris Collins","Collins, Chris","NY",27,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10061",10061,500016365,"Dorcas Adekunle","Watson Coleman, Bonnie","NJ",12,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10062",10062,500016365,"Dorcas Adekunle","Watson Coleman, Bonnie","NJ",12,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10063",10063,500016365,"Dorcas Adekunle","Watson Coleman, Bonnie","NJ",12,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10064",10064,500016366,"Tara Linnehan Oursler","Ruppersberger, C.","MD",2,2016,"Maputo, Mozambique","Original","2016-08-14","2016-08-22","International Conservation Caucus Foundation",8,8,"MOZ","Maputo"
"10065",10065,500016368,"Eleni M. Roumel","Hungar, Thomas G.","",NA,2016,"Palo Alto, CA","Original","2016-09-09","2016-09-11","Hoover Institution",9,9,"USA","Palo Alto"
"10066",10066,500016369,"Kelsey Guyselman","Upton, Fred","MI",6,2016,"Aspen, CO","Original","2016-08-21","2016-08-23","Technology Policy Institute",8,8,"USA","Aspen"
"10067",10067,500016370,"David Redl","Upton, Fred","MI",6,2016,"Aspen, CO","Original","2016-08-14","2016-08-17","The Aspen Institute Communications and Society Program",8,8,"USA","Aspen"
"10068",10068,500016371,"Kevin Yoder","Yoder, Kevin","KS",3,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10069",10069,500016372,"Emily Duhovny","Tonko, Paul","NY",20,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10070",10070,500016372,"Emily Duhovny","Tonko, Paul","NY",20,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10071",10071,500016372,"Emily Duhovny","Tonko, Paul","NY",20,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10072",10072,500016373,"Rosemary Lahasky","Brady, Kevin","TX",8,2016,"Seattle, WA","Original","2016-08-16","2016-08-20","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10073",10073,500016374,"Amy Jones","Kline, John","MN",2,2016,"Seattle, WA","Original","2016-08-16","2016-08-19","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10074",10074,500016375,"James Redstone","Kline, John","MN",2,2016,"Seattle, WA","Original","2016-08-16","2016-08-19","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10075",10075,500016376,"Emily Slack","Kline, John","MN",2,2016,"Seattle, WA","Original","2016-08-16","2016-08-20","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10076",10076,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Ames, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Ames"
"10077",10077,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Council Bluffs, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Council Bluffs"
"10078",10078,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Des Moines, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Des Moines"
"10079",10079,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Nevada, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Nevada"
"10080",10080,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Omaha, NE","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10081",10081,500016381,"Joseph Flarida","Johnson, Eddie","TX",30,2016,"Wall Lake, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Wall Lake"
"10082",10082,500016382,"Luke Theriot","Vela, Filemon","TX",34,2016,"Buras, LA","Original","2016-08-25","2016-08-26","Coalition to Restore Coastal Louisiana",8,8,"USA","Buras"
"10083",10083,500016383,"Haig Hovsepian","McDermott, Jim","WA",7,2016,"Seattle, WA","Original","2016-08-16","2016-08-20","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10084",10084,500016384,"Jose Borjon","Vela, Filemon","TX",34,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10085",10085,500016384,"Jose Borjon","Vela, Filemon","TX",34,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10086",10086,500016384,"Jose Borjon","Vela, Filemon","TX",34,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10087",10087,500016385,"David Pasch","Roskam, Peter","IL",6,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-27","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10088",10088,500016385,"David Pasch","Roskam, Peter","IL",6,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-27","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10089",10089,500016385,"David Pasch","Roskam, Peter","IL",6,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-27","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10090",10090,500016386,"Eric L Lausten","Lipinski, Daniel","IL",3,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10091",10091,500016386,"Eric L Lausten","Lipinski, Daniel","IL",3,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10092",10092,500016386,"Eric L Lausten","Lipinski, Daniel","IL",3,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10093",10093,500016387,"Landon Zinda","Emmer, Tom","MN",6,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Avoca"
"10094",10094,500016387,"Landon Zinda","Emmer, Tom","MN",6,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10095",10095,500016387,"Landon Zinda","Emmer, Tom","MN",6,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Urbandale"
"10096",10096,500016388,"Robert Matthew Harringer","Graham, Gwen","FL",2,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10097",10097,500016388,"Robert Matthew Harringer","Graham, Gwen","FL",2,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10098",10098,500016388,"Robert Matthew Harringer","Graham, Gwen","FL",2,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10099",10099,500016389,"Scott Reber","Love, Mia","UT",4,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Avoca"
"10100",10100,500016389,"Scott Reber","Love, Mia","UT",4,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10101",10101,500016389,"Scott Reber","Love, Mia","UT",4,2016,"Urbandale,IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Urbandale"
"10102",10102,500016390,"Luke J. Letlow","Abraham, Ralph","LA",5,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10103",10103,500016390,"Luke J. Letlow","Abraham, Ralph","LA",5,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10104",10104,500016390,"Luke J. Letlow","Abraham, Ralph","LA",5,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10105",10105,500016391,"Sean Tobin","Boyle, Brendan","PA",13,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10106",10106,500016391,"Sean Tobin","Boyle, Brendan","PA",13,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10107",10107,500016391,"Sean Tobin","Boyle, Brendan","PA",13,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10108",10108,500016392,"Lindsay Manson","Reichert, David","WA",8,2016,"Seattle, WA","Original","2016-08-14","2016-08-19","Jobs for the Future; Joyce Foundation",8,8,"USA","Seattle"
"10109",10109,500016393,"Roberto Sada","Hinojosa, Ruben","TX",15,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Avoca"
"10110",10110,500016393,"Roberto Sada","Hinojosa, Ruben","TX",15,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10111",10111,500016393,"Roberto Sada","Hinojosa, Ruben","TX",15,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Urbandale"
"10112",10112,500016395,"Jason Chaffetz","Chaffetz, Jason","UT",3,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10113",10113,500016396,"Raymond Eliot Crafton","Capps, Lois","CA",24,2016,"Harpers Ferry, WV","Original","2016-08-31","2016-08-31","National Park Foundation",8,8,"USA","Harpers Ferry"
"10114",10114,500016397,"John L. ""Trey"" Baker III","Thompson, Bennie","MS",2,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Avoca"
"10115",10115,500016397,"John L. ""Trey"" Baker III","Thompson, Bennie","MS",2,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Omaha"
"10116",10116,500016397,"John L. ""Trey"" Baker III","Thompson, Bennie","MS",2,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Urbandale"
"10117",10117,500016399,"Daniel Susskind","Russell, Steve","OK",5,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10118",10118,500016399,"Daniel Susskind","Russell, Steve","OK",5,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10119",10119,500016399,"Daniel Susskind","Russell, Steve","OK",5,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10120",10120,500016402,"David Goldfarb","Rothfus, Keith","PA",12,2016,"Wilmington, DE","Original","2016-08-23","2016-08-24","Federal Home Loan Bank of Pittsburgh; Federal Home Loan Bank of Chicago; Federal Home Loan Bank of D",8,8,"USA","Wilmington"
"10121",10121,500016403,"Kirby Richard","Blum, Rod","IA",1,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Avoca"
"10122",10122,500016403,"Kirby Richard","Blum, Rod","IA",1,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10123",10123,500016403,"Kirby Richard","Blum, Rod","IA",1,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Urbandale"
"10124",10124,500016406,"Fred Upton","Upton, Fred","MI",6,2016,"London, United Kingdom","Original","2016-08-10","2016-08-20","Aspen Institute Congressional Program",8,8,"GBR","London"
"10125",10125,500016408,"Ryan Thompson","Barton, Joe","TX",6,2016,"Gorongosa National Park, Mozambique","Original","2016-08-14","2016-08-22","International Conservation Caucus Foundation",8,8,"MOZ","Gorongosa National Park"
"10126",10126,500016408,"Ryan Thompson","Barton, Joe","TX",6,2016,"Maputo, Mozambique","Original","2016-08-14","2016-08-22","International Conservation Caucus Foundation",8,8,"MOZ","Maputo"
"10127",10127,500016410,"Tara Linnehan Oursler","Ruppersberger, C.","MD",2,2016,"Maputo, Mozambique","Original","2016-08-14","2016-08-22","International Conservation Caucus Foundation",8,8,"MOZ","Maputo"
"10128",10128,500016411,"Alicia Molt","Pocan, Mark","WI",2,2016,"Dakar, Senegal","Original","2016-08-20","2016-08-27","CSIS Global Food Security Project; Bill and Melinda Gates Foundation",8,8,"SEN","Dakar"
"10129",10129,500016411,"Alicia Molt","Pocan, Mark","WI",2,2016,"Matam, Senegal","Original","2016-08-20","2016-08-27","CSIS Global Food Security Project; Bill and Melinda Gates Foundation",8,8,"SEN","Matam"
"10130",10130,500016411,"Alicia Molt","Pocan, Mark","WI",2,2016,"Saint Louis, Senegal","Original","2016-08-20","2016-08-27","CSIS Global Food Security Project; Bill and Melinda Gates Foundation",8,8,"SEN","Saint Louis"
"10131",10131,500016412,"Jason Gagnon","Calvert, Ken","CA",42,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10132",10132,500016412,"Jason Gagnon","Calvert, Ken","CA",42,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10133",10133,500016412,"Jason Gagnon","Calvert, Ken","CA",42,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10134",10134,500016413,"David Goldman","Pallone, Frank","NJ",6,2016,"Aspen, CO","Original","2016-08-21","2016-08-23","Technology Policy Institute",8,8,"USA","Aspen"
"10135",10135,500016414,"Jason Everett","Conyers, John","MI",13,2016,"Aspen, CO","Original","2016-08-21","2016-08-23","Technology Policy Institute",8,8,"USA","Aspen"
"10136",10136,500016415,"Surya G Gunasekara","Renacci, James","OH",16,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israeli Education Foundation",8,8,"ISR","Jerusalem"
"10137",10137,500016415,"Surya G Gunasekara","Renacci, James","OH",16,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israeli Education Foundation",8,8,"ISR","Tel Aviv"
"10138",10138,500016415,"Surya G Gunasekara","Renacci, James","OH",16,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israeli Education Foundation",8,8,"ISR","Tiberias"
"10139",10139,500016416,"Adam Jorde","Cramer, Kevin","ND",0,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10140",10140,500016416,"Adam Jorde","Cramer, Kevin","ND",0,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10141",10141,500016416,"Adam Jorde","Cramer, Kevin","ND",0,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10142",10142,500016421,"Sam Fletcher","Lamborn, Doug","CO",5,2016,"Arlington, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Arlington"
"10143",10143,500016421,"Sam Fletcher","Lamborn, Doug","CO",5,2016,"Culpeper, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Culpeper"
"10144",10144,500016421,"Sam Fletcher","Lamborn, Doug","CO",5,2016,"Sterling, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Sterling"
